age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33,2,2,4,0,0,0,0,0,4,465,4,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,0,1,1,0,0,0,4,104,5,0,1.1,93.994,-36.4,4.857,5191.0,0
56,2,0,4,1,0,0,0,0,4,213,4,0,1.1,93.994,-36.4,4.857,5191.0,0
39,0,0,0,0,0,1,0,0,4,74,4,0,1.1,93.994,-36.4,4.857,5191.0,0
30,3,1,4,0,0,0,0,0,4,245,4,0,1.1,93.994,-36.4,4.857,5191.0,0
28,9,1,0,1,1,0,0,0,4,252,5,0,1.1,93.994,-36.4,4.857,5191.0,0
50,2,0,1,1,1,0,0,0,4,317,4,0,1.1,93.994,-36.4,4.857,5191.0,0
44,6,0,4,0,0,1,0,0,4,93,8,0,1.1,93.994,-36.4,4.857,5191.0,0
55,3,0,0,1,1,0,0,0,4,116,5,0,1.1,93.994,-36.4,4.857,5191.0,0
31,1,1,0,0,1,0,0,0,4,386,2,0,1.1,93.994,-36.4,4.857,5191.0,0
40,3,0,0,0,0,0,0,0,4,283,11,0,1.1,93.994,-36.4,4.857,5191.0,0
44,1,0,1,0,2,2,0,0,4,146,4,0,1.1,93.994,-36.4,4.857,5191.0,0
27,4,0,4,0,0,1,0,0,4,215,4,0,1.1,93.994,-36.4,4.857,5191.0,0
56,1,0,1,1,0,1,0,0,4,90,3,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,1,0,1,1,0,0,4,260,3,0,1.1,93.994,-36.4,4.857,5191.0,0
31,2,2,1,0,0,0,0,0,4,267,4,0,1.1,93.994,-36.4,4.857,5191.0,0
47,6,0,4,0,1,1,0,0,4,107,3,0,1.1,93.994,-36.4,4.857,5191.0,0
30,2,2,4,0,0,1,0,0,4,164,3,0,1.1,93.994,-36.4,4.857,5191.0,0
37,1,0,1,0,0,0,0,0,4,427,2,0,1.1,93.994,-36.4,4.857,5191.0,0
36,1,1,0,1,1,0,0,0,4,1222,5,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,1,0,0,0,1,0,0,4,426,9,0,1.1,93.994,-36.4,4.857,5191.0,0
38,4,0,2,0,1,1,0,0,4,456,4,0,1.1,93.994,-36.4,4.857,5191.0,0
29,8,0,0,1,1,0,0,0,4,40,7,0,1.1,93.994,-36.4,4.857,5191.0,0
46,2,1,4,0,0,1,0,0,4,105,4,0,1.1,93.994,-36.4,4.857,5191.0,0
50,3,0,0,1,1,0,0,0,4,98,17,0,1.1,93.994,-36.4,4.857,5191.0,0
57,4,0,2,0,0,0,0,0,4,27,7,0,1.1,93.994,-36.4,4.857,5191.0,0
34,3,0,0,0,0,0,0,0,4,137,3,0,1.1,93.994,-36.4,4.857,5191.0,0
33,8,0,0,0,0,0,0,0,4,100,4,0,1.1,93.994,-36.4,4.857,5191.0,0
49,6,0,4,1,1,0,0,0,4,1034,9,0,1.1,93.994,-36.4,4.857,5191.0,0
43,4,1,2,0,1,0,0,0,4,320,3,0,1.1,93.994,-36.4,4.857,5191.0,0
32,6,0,4,0,0,0,0,0,4,159,3,0,1.1,93.994,-36.4,4.857,5191.0,0
38,2,1,0,0,0,0,0,0,4,353,2,0,1.1,93.994,-36.4,4.857,5191.0,0
38,3,1,0,0,1,0,0,0,4,331,6,0,1.1,93.994,-36.4,4.857,5191.0,0
37,2,1,1,1,1,0,0,0,4,159,5,0,1.1,93.994,-36.4,4.857,5191.0,0
28,2,0,4,0,0,0,0,0,0,52,3,0,1.1,93.994,-36.4,4.857,5191.0,0
42,0,0,2,0,1,0,0,0,0,117,2,0,1.1,93.994,-36.4,4.857,5191.0,0
35,3,0,3,0,1,0,0,0,0,85,2,0,1.1,93.994,-36.4,4.857,5191.0,0
49,4,0,0,0,1,0,0,0,0,146,6,0,1.1,93.994,-36.4,4.857,5191.0,0
59,2,0,4,1,0,1,0,0,0,49,1,0,1.1,93.994,-36.4,4.857,5191.0,0
30,8,0,2,0,0,0,0,0,0,260,5,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,4,0,1,0,0,0,0,60,3,0,1.1,93.994,-36.4,4.857,5191.0,0
35,3,0,1,0,1,0,0,0,0,193,1,0,1.1,93.994,-36.4,4.857,5191.0,0
40,4,0,2,0,1,0,0,0,0,373,2,0,1.1,93.994,-36.4,4.857,5191.0,0
42,2,0,4,0,0,0,0,0,0,336,1,0,1.1,93.994,-36.4,4.857,5191.0,0
51,3,0,1,0,1,0,0,0,0,200,2,0,1.1,93.994,-36.4,4.857,5191.0,0
49,2,1,1,0,0,0,0,0,0,501,2,0,1.1,93.994,-36.4,4.857,5191.0,0
48,2,1,4,0,0,0,0,0,0,80,1,0,1.1,93.994,-36.4,4.857,5191.0,0
46,3,0,3,0,1,0,0,0,0,299,1,0,1.1,93.994,-36.4,4.857,5191.0,0
29,1,1,1,0,0,0,0,0,0,207,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,4,0,4,0,0,0,0,0,0,125,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,8,0,1,0,0,0,0,0,0,237,1,0,1.1,93.994,-36.4,4.857,5191.0,0
28,8,0,2,0,0,0,0,0,0,185,5,0,1.1,93.994,-36.4,4.857,5191.0,0
42,4,1,1,0,0,0,0,0,0,224,1,0,1.1,93.994,-36.4,4.857,5191.0,0
38,3,0,3,0,1,0,0,0,0,183,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,3,2,0,1,1,0,0,0,0,63,1,0,1.1,93.994,-36.4,4.857,5191.0,0
43,1,0,1,0,1,0,0,0,0,312,1,0,1.1,93.994,-36.4,4.857,5191.0,0
57,5,1,2,0,1,0,0,0,0,188,1,0,1.1,93.994,-36.4,4.857,5191.0,0
47,3,0,0,1,1,0,0,0,0,897,5,0,1.1,93.994,-36.4,4.857,5191.0,0
47,2,2,4,0,0,0,0,0,0,168,1,0,1.1,93.994,-36.4,4.857,5191.0,0
42,2,0,0,0,0,0,0,0,0,322,1,0,1.1,93.994,-36.4,4.857,5191.0,0
52,3,0,0,1,1,0,0,0,0,317,1,0,1.1,93.994,-36.4,4.857,5191.0,0
33,2,0,0,0,0,0,0,0,0,511,1,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,4,0,1,0,0,0,0,155,1,0,1.1,93.994,-36.4,4.857,5191.0,0
26,3,0,0,0,1,0,0,0,0,161,3,0,1.1,93.994,-36.4,4.857,5191.0,0
35,1,0,1,0,1,0,0,0,0,368,6,0,1.1,93.994,-36.4,4.857,5191.0,0
39,10,0,4,0,1,0,0,0,0,247,1,0,1.1,93.994,-36.4,4.857,5191.0,0
46,8,0,0,1,1,1,0,0,0,88,1,0,1.1,93.994,-36.4,4.857,5191.0,0
46,8,0,0,1,1,1,0,0,0,140,1,0,1.1,93.994,-36.4,4.857,5191.0,0
48,8,0,0,1,0,0,0,0,0,31,1,0,1.1,93.994,-36.4,4.857,5191.0,0
52,1,2,1,0,0,0,0,0,0,142,3,0,1.1,93.994,-36.4,4.857,5191.0,0
47,10,0,1,0,0,0,0,0,0,118,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,2,1,4,0,1,0,0,0,0,158,7,0,1.1,93.994,-36.4,4.857,5191.0,0
36,1,1,0,0,1,1,0,0,0,129,3,0,1.1,93.994,-36.4,4.857,5191.0,0
48,5,2,2,0,1,0,0,0,0,136,2,0,1.1,93.994,-36.4,4.857,5191.0,0
30,3,0,1,0,0,0,0,0,0,122,4,0,1.1,93.994,-36.4,4.857,5191.0,0
28,3,0,0,0,1,0,0,0,0,120,2,0,1.1,93.994,-36.4,4.857,5191.0,0
41,4,0,0,0,0,0,0,0,0,180,2,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,0,1,0,0,0,0,0,702,4,0,1.1,93.994,-36.4,4.857,5191.0,0
32,1,1,0,0,1,0,0,0,0,329,1,0,1.1,93.994,-36.4,4.857,5191.0,0
42,10,0,0,0,0,0,0,0,0,204,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,3,0,0,1,0,0,0,0,0,120,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,0,1,1,0,0,0,0,181,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,7,0,4,1,0,1,0,0,0,19,17,0,1.1,93.994,-36.4,4.857,5191.0,0
32,3,2,0,1,1,0,0,0,0,460,1,0,1.1,93.994,-36.4,4.857,5191.0,0
55,2,0,1,0,1,1,0,0,0,437,1,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,0,2,0,0,0,0,0,0,76,2,0,1.1,93.994,-36.4,4.857,5191.0,0
42,7,0,1,1,1,1,0,0,0,226,1,0,1.1,93.994,-36.4,4.857,5191.0,0
42,2,1,4,0,1,0,0,0,0,422,5,0,1.1,93.994,-36.4,4.857,5191.0,0
32,10,0,1,1,1,0,0,0,0,109,1,0,1.1,93.994,-36.4,4.857,5191.0,0
31,2,0,4,1,1,0,0,0,0,219,1,0,1.1,93.994,-36.4,4.857,5191.0,0
48,4,0,2,0,1,0,0,0,0,41,2,0,1.1,93.994,-36.4,4.857,5191.0,0
41,3,0,0,1,1,0,0,0,0,581,1,0,1.1,93.994,-36.4,4.857,5191.0,0
50,10,2,4,0,1,0,0,0,0,131,2,0,1.1,93.994,-36.4,4.857,5191.0,0
42,1,0,3,0,0,0,0,0,0,50,2,0,1.1,93.994,-36.4,4.857,5191.0,0
42,2,2,4,0,1,0,0,0,0,130,1,0,1.1,93.994,-36.4,4.857,5191.0,0
47,4,0,2,1,0,0,0,0,0,194,1,0,1.1,93.994,-36.4,4.857,5191.0,0
36,6,0,4,0,1,0,0,0,0,165,1,0,1.1,93.994,-36.4,4.857,5191.0,0
34,3,0,0,0,1,0,0,0,0,80,1,0,1.1,93.994,-36.4,4.857,5191.0,0
27,7,0,1,0,1,1,0,0,0,470,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,0,0,0,0,0,0,0,281,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,1,0,1,0,1,1,0,0,0,391,1,0,1.1,93.994,-36.4,4.857,5191.0,0
56,4,0,2,1,0,1,0,0,0,24,1,0,1.1,93.994,-36.4,4.857,5191.0,0
33,3,1,0,1,0,1,0,0,0,788,11,0,1.1,93.994,-36.4,4.857,5191.0,1
38,4,0,2,1,1,0,0,0,0,210,1,0,1.1,93.994,-36.4,4.857,5191.0,0
28,2,0,1,0,2,2,0,0,0,367,4,0,1.1,93.994,-36.4,4.857,5191.0,0
39,10,0,0,1,1,1,0,0,0,107,2,0,1.1,93.994,-36.4,4.857,5191.0,0
52,2,0,0,0,0,0,0,0,0,228,1,0,1.1,93.994,-36.4,4.857,5191.0,0
51,2,2,0,1,1,0,0,0,0,135,1,0,1.1,93.994,-36.4,4.857,5191.0,0
38,3,0,0,1,0,0,0,0,0,85,1,0,1.1,93.994,-36.4,4.857,5191.0,0
39,6,2,4,0,0,0,0,0,0,290,2,0,1.1,93.994,-36.4,4.857,5191.0,0
43,6,0,2,0,0,0,0,0,0,153,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,2,1,1,0,0,0,0,0,0,76,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,2,1,1,0,0,1,0,0,0,111,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,2,1,1,0,0,0,0,0,0,168,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,0,1,0,0,0,0,0,109,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,0,1,0,0,0,0,0,219,1,0,1.1,93.994,-36.4,4.857,5191.0,0
39,2,0,4,0,1,0,0,0,0,14,32,0,1.1,93.994,-36.4,4.857,5191.0,0
46,2,0,3,1,0,0,0,0,0,285,1,0,1.1,93.994,-36.4,4.857,5191.0,0
36,4,0,1,0,1,0,0,0,0,262,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,2,0,1,0,1,0,0,0,0,96,2,0,1.1,93.994,-36.4,4.857,5191.0,0
45,0,0,2,1,0,0,0,0,0,166,2,0,1.1,93.994,-36.4,4.857,5191.0,0
47,2,2,4,0,1,0,0,0,0,208,2,0,1.1,93.994,-36.4,4.857,5191.0,0
44,2,0,1,0,1,1,0,0,0,483,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,6,2,0,1,0,0,0,0,0,129,1,0,1.1,93.994,-36.4,4.857,5191.0,0
42,0,0,0,0,1,0,0,0,0,130,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,4,0,2,0,0,0,0,0,0,754,1,0,1.1,93.994,-36.4,4.857,5191.0,0
59,5,2,2,0,0,0,0,0,0,113,1,0,1.1,93.994,-36.4,4.857,5191.0,0
42,0,0,0,0,1,0,0,0,0,364,1,0,1.1,93.994,-36.4,4.857,5191.0,0
32,2,1,4,1,1,0,0,0,0,258,1,0,1.1,93.994,-36.4,4.857,5191.0,0
36,2,0,4,0,0,0,0,0,0,227,1,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,0,0,0,0,0,0,0,266,3,0,1.1,93.994,-36.4,4.857,5191.0,0
49,4,0,2,0,1,0,0,0,0,232,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,2,0,4,0,0,0,0,0,0,172,1,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,0,0,0,0,0,0,0,164,1,0,1.1,93.994,-36.4,4.857,5191.0,0
54,0,2,3,0,0,0,0,0,0,167,1,0,1.1,93.994,-36.4,4.857,5191.0,0
46,6,0,4,0,0,0,0,0,0,103,1,0,1.1,93.994,-36.4,4.857,5191.0,0
39,3,1,3,1,0,0,0,0,0,168,1,0,1.1,93.994,-36.4,4.857,5191.0,0
39,3,0,0,0,1,0,0,0,0,297,1,0,1.1,93.994,-36.4,4.857,5191.0,0
48,4,1,3,0,2,2,0,0,0,317,1,0,1.1,93.994,-36.4,4.857,5191.0,0
35,4,1,1,0,0,0,0,0,0,388,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,3,0,0,1,0,0,0,0,0,62,1,0,1.1,93.994,-36.4,4.857,5191.0,0
53,2,0,0,1,0,0,0,0,0,142,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,1,0,1,0,0,0,0,0,0,63,1,0,1.1,93.994,-36.4,4.857,5191.0,0
49,2,0,4,0,1,0,0,0,0,212,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,1,0,1,0,1,0,0,0,0,149,1,0,1.1,93.994,-36.4,4.857,5191.0,0
40,1,0,1,0,1,0,0,0,0,161,3,0,1.1,93.994,-36.4,4.857,5191.0,0
34,2,0,4,0,0,1,0,0,0,165,2,0,1.1,93.994,-36.4,4.857,5191.0,0
41,9,1,0,0,0,1,0,0,0,369,1,0,1.1,93.994,-36.4,4.857,5191.0,0
38,4,0,0,0,1,0,0,0,0,170,2,0,1.1,93.994,-36.4,4.857,5191.0,0
43,2,2,1,0,0,0,0,0,0,974,1,0,1.1,93.994,-36.4,4.857,5191.0,0
51,3,0,0,1,2,2,0,0,0,167,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,2,0,1,1,0,0,0,0,0,74,1,0,1.1,93.994,-36.4,4.857,5191.0,0
33,2,0,4,0,0,0,0,0,0,96,1,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,3,1,0,0,0,0,0,223,1,0,1.1,93.994,-36.4,4.857,5191.0,0
30,2,1,4,0,1,0,0,0,0,140,2,0,1.1,93.994,-36.4,4.857,5191.0,0
51,3,0,0,1,1,0,0,0,0,396,1,0,1.1,93.994,-36.4,4.857,5191.0,0
24,2,0,1,0,0,1,0,0,0,61,1,0,1.1,93.994,-36.4,4.857,5191.0,0
26,4,1,1,0,1,0,0,0,0,252,1,0,1.1,93.994,-36.4,4.857,5191.0,0
56,1,0,0,1,0,0,0,0,0,379,1,0,1.1,93.994,-36.4,4.857,5191.0,0
39,3,0,0,1,0,0,0,0,0,374,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,4,0,4,1,1,0,0,0,0,351,1,0,1.1,93.994,-36.4,4.857,5191.0,0
32,1,0,0,0,1,0,0,0,0,262,2,0,1.1,93.994,-36.4,4.857,5191.0,0
38,2,0,4,0,0,1,0,0,0,206,1,0,1.1,93.994,-36.4,4.857,5191.0,0
50,1,0,1,0,1,0,0,0,0,248,1,0,1.1,93.994,-36.4,4.857,5191.0,0
45,1,2,1,1,0,0,0,0,0,166,12,0,1.1,93.994,-36.4,4.857,5191.0,0
56,3,0,2,0,1,0,0,0,0,621,4,0,1.1,93.994,-36.4,4.857,5191.0,1
45,2,0,0,0,0,0,0,0,0,367,2,0,1.1,93.994,-36.4,4.857,5191.0,0
35,1,0,1,0,0,1,0,0,0,116,1,0,1.1,93.994,-36.4,4.857,5191.0,0
46,2,2,4,0,1,0,0,0,0,115,1,0,1.1,93.994,-36.4,4.857,5191.0,0
40,2,0,4,1,0,1,0,0,0,61,1,0,1.1,93.994,-36.4,4.857,5191.0,0
40,2,0,4,1,1,0,0,0,0,142,1,0,1.1,93.994,-36.4,4.857,5191.0,0
58,2,1,4,0,0,0,0,0,0,543,2,0,1.1,93.994,-36.4,4.857,5191.0,1
50,3,0,0,1,1,0,0,0,0,133,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,1,0,1,0,0,0,0,0,52,1,0,1.1,93.994,-36.4,4.857,5191.0,0
40,2,0,4,1,0,0,0,0,0,377,1,0,1.1,93.994,-36.4,4.857,5191.0,0
43,1,0,1,0,0,0,0,0,0,77,1,0,1.1,93.994,-36.4,4.857,5191.0,0
28,1,1,1,0,0,1,0,0,0,200,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,3,0,0,1,0,0,0,0,0,296,1,0,1.1,93.994,-36.4,4.857,5191.0,0
30,1,0,1,1,1,0,0,0,0,144,1,0,1.1,93.994,-36.4,4.857,5191.0,0
36,10,0,4,1,1,1,0,0,0,473,5,0,1.1,93.994,-36.4,4.857,5191.0,0
29,4,0,4,0,1,0,0,0,0,90,4,0,1.1,93.994,-36.4,4.857,5191.0,0
44,1,2,1,0,0,0,0,0,0,470,1,0,1.1,93.994,-36.4,4.857,5191.0,0
30,2,0,1,0,0,0,0,0,0,302,1,0,1.1,93.994,-36.4,4.857,5191.0,0
26,1,2,0,0,0,1,0,0,0,81,8,0,1.1,93.994,-36.4,4.857,5191.0,0
43,3,1,0,1,1,0,0,0,0,225,1,0,1.1,93.994,-36.4,4.857,5191.0,0
29,4,0,3,0,1,0,0,0,0,252,2,0,1.1,93.994,-36.4,4.857,5191.0,0
34,1,2,0,1,0,1,0,0,0,202,2,0,1.1,93.994,-36.4,4.857,5191.0,0
47,4,0,2,1,0,1,0,0,0,68,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,6,1,4,1,1,0,0,0,0,745,4,0,1.1,93.994,-36.4,4.857,5191.0,1
39,4,1,1,0,1,0,0,0,0,247,1,0,1.1,93.994,-36.4,4.857,5191.0,0
29,11,1,1,0,0,1,0,0,0,630,1,0,1.1,93.994,-36.4,4.857,5191.0,1
32,2,1,2,0,1,0,0,0,0,16,11,0,1.1,93.994,-36.4,4.857,5191.0,0
41,2,0,1,0,0,1,0,0,0,863,1,0,1.1,93.994,-36.4,4.857,5191.0,0
36,3,0,0,1,1,0,0,0,0,131,4,0,1.1,93.994,-36.4,4.857,5191.0,0
38,2,0,1,1,1,0,0,0,0,265,9,0,1.1,93.994,-36.4,4.857,5191.0,0
39,2,0,4,0,0,0,0,0,0,104,1,0,1.1,93.994,-36.4,4.857,5191.0,0
57,3,0,0,1,0,0,0,0,0,80,2,0,1.1,93.994,-36.4,4.857,5191.0,0
36,3,1,1,1,0,0,0,0,0,90,2,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,1,0,1,0,0,0,0,592,4,0,1.1,93.994,-36.4,4.857,5191.0,0
36,0,0,0,0,0,0,0,0,0,85,1,0,1.1,93.994,-36.4,4.857,5191.0,0
24,1,0,2,0,1,0,0,0,0,153,3,0,1.1,93.994,-36.4,4.857,5191.0,0
48,4,0,0,1,1,1,0,0,0,207,2,0,1.1,93.994,-36.4,4.857,5191.0,0
44,4,1,3,1,1,0,0,0,0,440,1,0,1.1,93.994,-36.4,4.857,5191.0,0
35,11,1,1,0,1,1,0,0,0,127,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,1,0,1,1,1,0,0,0,0,679,2,0,1.1,93.994,-36.4,4.857,5191.0,1
38,0,2,1,1,1,0,0,0,0,204,1,0,1.1,93.994,-36.4,4.857,5191.0,0
47,9,0,3,1,1,0,0,0,0,269,1,0,1.1,93.994,-36.4,4.857,5191.0,0
40,2,1,4,0,1,1,0,0,0,190,2,0,1.1,93.994,-36.4,4.857,5191.0,0
30,4,1,3,0,1,0,0,0,0,144,3,0,1.1,93.994,-36.4,4.857,5191.0,0
32,2,1,4,0,0,0,0,0,0,112,1,0,1.1,93.994,-36.4,4.857,5191.0,0
53,1,0,1,1,1,0,0,0,0,107,1,0,1.1,93.994,-36.4,4.857,5191.0,0
26,2,1,1,0,1,0,0,0,0,130,1,0,1.1,93.994,-36.4,4.857,5191.0,0
56,5,0,1,0,1,0,0,0,0,167,3,0,1.1,93.994,-36.4,4.857,5191.0,0
30,1,0,1,1,0,0,0,0,0,314,2,0,1.1,93.994,-36.4,4.857,5191.0,0
56,5,0,1,1,1,1,0,0,0,77,1,0,1.1,93.994,-36.4,4.857,5191.0,0
38,4,0,2,1,0,0,0,0,0,407,2,0,1.1,93.994,-36.4,4.857,5191.0,0
56,3,0,0,1,0,0,0,0,0,136,1,0,1.1,93.994,-36.4,4.857,5191.0,0
35,8,0,4,0,0,0,0,0,0,293,1,0,1.1,93.994,-36.4,4.857,5191.0,0
34,1,0,1,0,0,0,0,0,0,97,3,0,1.1,93.994,-36.4,4.857,5191.0,0
35,5,1,0,1,1,1,0,0,0,145,1,0,1.1,93.994,-36.4,4.857,5191.0,0
47,3,0,0,1,1,0,0,0,0,162,2,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,0,1,1,1,0,0,0,105,1,0,1.1,93.994,-36.4,4.857,5191.0,0
54,5,0,0,0,0,1,0,0,0,596,1,0,1.1,93.994,-36.4,4.857,5191.0,0
43,6,0,2,0,1,0,0,0,0,134,1,0,1.1,93.994,-36.4,4.857,5191.0,0
28,2,1,4,0,0,0,0,0,0,108,1,0,1.1,93.994,-36.4,4.857,5191.0,0
31,3,0,0,1,1,1,0,0,0,161,1,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,1,1,0,0,1,0,0,0,65,1,0,1.1,93.994,-36.4,4.857,5191.0,0
59,5,0,3,1,0,0,0,0,0,188,1,0,1.1,93.994,-36.4,4.857,5191.0,0
58,6,0,4,0,0,1,0,0,0,312,1,0,1.1,93.994,-36.4,4.857,5191.0,0
31,2,1,4,0,0,0,0,0,0,237,1,0,1.1,93.994,-36.4,4.857,5191.0,0
37,2,0,0,0,0,0,0,0,0,130,1,0,1.1,93.994,-36.4,4.857,5191.0,0
52,10,2,1,0,0,0,0,0,0,314,2,0,1.1,93.994,-36.4,4.857,5191.0,0
36,4,0,2,0,0,0,0,0,0,175,2,0,1.1,93.994,-36.4,4.857,5191.0,0
31,2,1,0,0,1,0,0,0,0,87,2,0,1.1,93.994,-36.4,4.857,5191.0,0
30,3,0,0,0,1,0,0,0,0,123,14,0,1.1,93.994,-36.4,4.857,5191.0,0
31,2,0,1,1,1,1,0,0,0,157,5,0,1.1,93.994,-36.4,4.857,5191.0,0
41,9,0,0,1,0,0,0,0,0,204,2,0,1.1,93.994,-36.4,4.857,5191.0,0
41,1,0,0,1,1,0,0,0,0,150,2,0,1.1,93.994,-36.4,4.857,5191.0,0
41,6,2,0,0,1,1,0,0,0,240,2,0,1.1,93.994,-36.4,4.857,5191.0,0
26,2,1,1,0,1,0,0,0,0,109,7,0,1.1,93.994,-36.4,4.857,5191.0,0
38,2,1,4,0,0,0,0,0,0,243,6,0,1.1,93.994,-36.4,4.857,5191.0,0
44,7,0,0,0,1,1,0,0,0,536,1,0,1.1,93.994,-36.4,4.857,5191.0,0
28,3,1,0,0,1,0,0,0,0,120,1,0,1.1,93.994,-36.4,4.857,5191.0,0
29,4,0,4,0,0,0,0,0,0,182,5,0,1.1,93.994,-36.4,4.857,5191.0,0
24,3,1,1,0,2,2,0,0,0,70,3,0,1.1,93.994,-36.4,4.857,5191.0,0
51,1,1,1,1,0,0,0,0,0,45,4,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,4,0,1,1,0,0,0,280,3,0,1.1,93.994,-36.4,4.857,5191.0,0
50,10,0,0,0,1,0,0,0,0,215,2,0,1.1,93.994,-36.4,4.857,5191.0,0
33,4,2,2,0,1,0,0,0,0,147,3,0,1.1,93.994,-36.4,4.857,5191.0,0
57,6,2,4,0,0,0,0,0,0,222,2,0,1.1,93.994,-36.4,4.857,5191.0,0
28,3,1,0,0,0,0,0,0,0,404,1,0,1.1,93.994,-36.4,4.857,5191.0,0
58,2,1,4,0,0,0,0,0,0,1234,3,0,1.1,93.994,-36.4,4.857,5191.0,1
50,3,1,0,0,1,0,0,0,0,306,3,0,1.1,93.994,-36.4,4.857,5191.0,0
57,2,0,4,1,1,0,0,0,0,506,2,0,1.1,93.994,-36.4,4.857,5191.0,0
30,2,1,4,0,1,0,0,0,0,255,1,0,1.1,93.994,-36.4,4.857,5191.0,0
48,2,2,4,0,1,0,0,0,0,252,2,0,1.1,93.994,-36.4,4.857,5191.0,0
43,10,0,1,0,0,1,0,0,0,127,2,0,1.1,93.994,-36.4,4.857,5191.0,0
39,2,1,4,0,0,0,0,0,0,140,2,0,1.1,93.994,-36.4,4.857,5191.0,0
39,2,0,1,0,0,0,0,0,0,200,2,0,1.1,93.994,-36.4,4.857,5191.0,0
43,10,0,1,0,1,1,0,0,0,642,2,0,1.1,93.994,-36.4,4.857,5191.0,1
43,3,1,0,1,1,0,0,0,0,181,2,0,1.1,93.994,-36.4,4.857,5191.0,0
36,2,0,4,0,1,0,0,0,0,127,2,0,1.1,93.994,-36.4,4.857,5191.0,0
29,4,1,1,0,0,0,0,0,0,171,1,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,1,0,1,0,0,0,0,0,916,2,0,1.1,93.994,-36.4,4.857,5191.0,0
31,3,0,0,0,1,1,0,0,0,629,2,0,1.1,93.994,-36.4,4.857,5191.0,0
43,3,0,0,0,1,0,0,0,0,155,6,0,1.1,93.994,-36.4,4.857,5191.0,0
46,4,0,2,0,0,0,0,0,0,290,2,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,0,0,0,0,0,0,0,159,3,0,1.1,93.994,-36.4,4.857,5191.0,0
30,2,0,1,0,0,0,0,0,0,111,1,0,1.1,93.994,-36.4,4.857,5191.0,0
41,7,0,4,1,0,0,0,0,0,729,2,0,1.1,93.994,-36.4,4.857,5191.0,0
30,2,0,1,0,1,0,0,0,0,434,4,0,1.1,93.994,-36.4,4.857,5191.0,0
46,2,1,1,0,0,0,0,0,0,218,2,0,1.1,93.994,-36.4,4.857,5191.0,0
43,10,2,1,1,1,0,0,0,0,250,3,0,1.1,93.994,-36.4,4.857,5191.0,0
49,4,0,4,0,0,0,0,0,0,107,3,0,1.1,93.994,-36.4,4.857,5191.0,0
38,4,1,1,0,1,0,0,0,0,272,6,0,1.1,93.994,-36.4,4.857,5191.0,0
58,2,0,1,0,1,0,0,0,0,574,3,0,1.1,93.994,-36.4,4.857,5191.0,0
33,2,0,4,0,1,0,0,0,0,89,3,0,1.1,93.994,-36.4,4.857,5191.0,0
33,4,2,2,0,0,0,0,0,0,133,3,0,1.1,93.994,-36.4,4.857,5191.0,0
