age,job,marital,education,default,housing,loan,contact,month,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,2,1,4,0,1,0,0,4,1002,4,0,-3.4,92.431,-26.9,0.733,5017.5,1
56,4,0,0,0,0,0,1,4,306,3,1,-3.4,92.431,-26.9,0.733,5017.5,1
25,1,1,1,0,1,0,1,4,260,2,0,-3.4,92.431,-26.9,0.733,5017.5,1
24,2,1,4,0,1,1,0,4,97,1,0,-3.4,92.431,-26.9,0.733,5017.5,1
30,2,1,4,0,0,1,1,4,102,1,1,-3.4,92.431,-26.9,0.733,5017.5,0
35,7,0,4,0,0,0,1,4,344,1,1,-3.4,92.431,-26.9,0.733,5017.5,1
24,11,1,3,0,0,0,1,4,114,4,0,-3.4,92.431,-26.9,0.73,5017.5,0
61,6,0,4,0,1,0,1,4,336,2,1,-3.4,92.431,-26.9,0.73,5017.5,1
22,11,1,1,0,0,0,1,4,270,3,1,-3.4,92.431,-26.9,0.73,5017.5,1
64,2,0,1,0,1,0,1,4,130,1,1,-3.4,92.431,-26.9,0.73,5017.5,1
23,4,1,4,0,1,0,1,4,374,1,0,-3.4,92.431,-26.9,0.73,5017.5,1
21,11,1,1,0,1,0,1,4,149,1,0,-3.4,92.431,-26.9,0.73,5017.5,1
32,9,1,1,0,1,0,1,4,267,1,0,-3.4,92.431,-26.9,0.73,5017.5,0
24,11,1,3,0,1,0,1,4,460,1,0,-3.4,92.431,-26.9,0.73,5017.5,1
32,2,0,4,0,1,0,1,4,94,1,0,-3.4,92.431,-26.9,0.73,5017.5,0
98,5,0,0,1,1,0,1,4,476,1,2,-3.4,92.431,-26.9,0.73,5017.5,1
64,2,0,1,0,1,0,1,4,427,1,1,-3.4,92.431,-26.9,0.73,5017.5,1
35,3,1,1,0,0,0,1,4,622,1,1,-3.4,92.431,-26.9,0.73,5017.5,0
98,5,0,0,1,1,0,1,4,272,2,0,-3.4,92.431,-26.9,0.73,5017.5,1
22,11,1,0,0,0,0,1,4,438,1,1,-3.4,92.431,-26.9,0.73,5017.5,1
22,11,1,0,0,0,0,1,4,221,2,1,-3.4,92.431,-26.9,0.73,5017.5,1
26,2,1,4,0,0,0,1,4,133,2,1,-3.4,92.431,-26.9,0.73,5017.5,0
31,8,1,4,0,1,0,1,4,91,1,1,-3.4,92.431,-26.9,0.73,5017.5,0
31,8,1,4,0,0,0,1,4,76,1,0,-3.4,92.431,-26.9,0.73,5017.5,0
29,2,1,1,0,1,0,1,4,292,1,1,-3.4,92.431,-26.9,0.73,5017.5,1
34,2,0,4,0,0,0,1,4,281,1,2,-3.4,92.431,-26.9,0.73,5017.5,1
37,3,0,0,0,2,2,1,4,93,1,0,-3.4,92.431,-26.9,0.73,5017.5,0
37,3,0,0,0,0,0,0,4,131,1,0,-3.4,92.431,-26.9,0.73,5017.5,0
26,2,1,1,0,0,0,0,4,257,2,1,-3.4,92.431,-26.9,0.73,5017.5,1
61,6,0,4,0,0,0,1,4,56,4,0,-3.4,92.431,-26.9,0.73,5017.5,0
33,2,1,1,0,1,0,1,4,61,2,2,-3.4,92.431,-26.9,0.731,5017.5,0
26,2,0,1,0,1,1,1,4,183,2,0,-3.4,92.431,-26.9,0.731,5017.5,0
29,2,1,4,0,0,0,1,4,87,2,1,-3.4,92.431,-26.9,0.731,5017.5,0
29,4,1,2,0,1,0,1,4,633,2,0,-3.4,92.431,-26.9,0.731,5017.5,0
73,5,2,0,0,1,0,1,4,127,2,3,-3.4,92.431,-26.9,0.731,5017.5,0
29,2,1,4,0,1,0,1,4,110,2,0,-3.4,92.431,-26.9,0.731,5017.5,0
50,6,0,0,0,0,0,1,4,151,2,2,-3.4,92.431,-26.9,0.731,5017.5,0
29,2,1,4,0,1,0,1,4,99,2,1,-3.4,92.431,-26.9,0.731,5017.5,0
33,2,1,1,0,0,0,1,4,87,1,0,-3.4,92.431,-26.9,0.731,5017.5,0
33,2,1,1,0,0,0,1,4,251,1,0,-3.4,92.431,-26.9,0.731,5017.5,1
30,7,1,1,0,1,0,1,4,67,1,0,-3.4,92.431,-26.9,0.731,5017.5,0
26,2,0,1,0,1,0,1,4,703,1,0,-3.4,92.431,-26.9,0.731,5017.5,1
26,2,0,1,0,1,1,1,4,126,1,0,-3.4,92.431,-26.9,0.731,5017.5,0
42,6,0,4,0,1,0,1,4,355,1,1,-3.4,92.431,-26.9,0.731,5017.5,1
42,6,0,4,0,1,1,1,4,298,1,0,-3.4,92.431,-26.9,0.731,5017.5,0
55,7,0,0,0,1,0,1,4,156,1,0,-3.4,92.431,-26.9,0.728,5017.5,0
55,7,0,0,0,0,0,1,4,131,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
32,2,1,4,0,0,0,1,4,96,1,3,-3.4,92.431,-26.9,0.728,5017.5,0
63,4,0,2,0,0,0,1,4,157,1,0,-3.4,92.431,-26.9,0.728,5017.5,0
72,2,0,4,1,0,1,1,4,143,1,1,-3.4,92.431,-26.9,0.728,5017.5,1
71,5,0,0,0,1,1,1,4,120,1,1,-3.4,92.431,-26.9,0.728,5017.5,0
71,5,0,0,0,0,0,1,4,207,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
32,4,1,4,0,0,0,1,4,96,1,1,-3.4,92.431,-26.9,0.728,5017.5,1
52,0,0,1,0,0,0,1,4,297,1,2,-3.4,92.431,-26.9,0.728,5017.5,1
68,5,0,0,0,1,0,1,4,102,1,2,-3.4,92.431,-26.9,0.728,5017.5,1
45,3,0,4,0,0,0,0,4,79,2,0,-3.4,92.431,-26.9,0.728,5017.5,0
29,1,0,1,0,0,0,1,4,424,1,1,-3.4,92.431,-26.9,0.728,5017.5,1
33,1,1,1,0,0,0,1,4,137,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
65,0,0,0,0,2,2,1,4,759,2,0,-3.4,92.431,-26.9,0.728,5017.5,1
42,6,0,4,0,0,0,0,4,83,1,1,-3.4,92.431,-26.9,0.728,5017.5,1
61,5,0,1,0,0,0,0,4,515,1,0,-3.4,92.431,-26.9,0.728,5017.5,0
22,11,1,0,0,1,0,1,4,89,1,0,-3.4,92.431,-26.9,0.728,5017.5,0
22,11,1,0,0,1,0,1,4,88,1,0,-3.4,92.431,-26.9,0.728,5017.5,0
30,4,0,2,0,1,0,0,4,521,2,0,-3.4,92.431,-26.9,0.728,5017.5,0
32,2,1,4,0,1,0,0,4,376,1,2,-3.4,92.431,-26.9,0.728,5017.5,0
39,2,0,2,0,0,0,0,4,219,2,0,-3.4,92.431,-26.9,0.728,5017.5,0
63,4,0,2,0,1,0,1,4,298,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
63,4,0,2,0,0,0,1,4,259,1,0,-3.4,92.431,-26.9,0.728,5017.5,0
81,5,0,4,1,1,1,1,4,327,2,1,-3.4,92.431,-26.9,0.728,5017.5,0
65,0,0,0,0,1,0,1,4,253,2,1,-3.4,92.431,-26.9,0.728,5017.5,0
44,4,0,3,0,0,1,1,4,139,2,0,-3.4,92.431,-26.9,0.728,5017.5,0
31,6,0,4,0,1,0,1,4,255,3,1,-3.4,92.431,-26.9,0.728,5017.5,1
68,5,2,2,0,1,0,1,4,418,2,0,-3.4,92.431,-26.9,0.728,5017.5,1
46,3,0,0,0,1,0,1,4,65,1,1,-3.4,92.431,-26.9,0.728,5017.5,0
33,1,1,1,0,1,0,1,4,189,2,0,-3.4,92.431,-26.9,0.728,5017.5,0
26,6,1,4,0,1,0,1,4,114,1,1,-3.4,92.431,-26.9,0.728,5017.5,0
28,2,1,1,0,1,0,1,4,83,2,3,-3.4,92.431,-26.9,0.728,5017.5,0
71,5,0,0,0,0,0,1,4,353,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
21,11,1,1,0,0,0,1,4,113,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
32,4,1,4,0,1,0,1,4,149,1,0,-3.4,92.431,-26.9,0.728,5017.5,1
75,5,0,0,0,0,0,1,4,113,2,0,-3.4,92.431,-26.9,0.724,5017.5,0
81,0,0,0,0,1,0,1,4,246,2,0,-3.4,92.431,-26.9,0.724,5017.5,0
60,6,0,2,0,1,0,1,4,219,2,0,-3.4,92.431,-26.9,0.724,5017.5,0
61,3,0,1,0,0,0,1,4,108,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
63,5,0,1,0,1,0,1,4,96,1,0,-3.4,92.431,-26.9,0.724,5017.5,1
46,2,0,1,0,1,0,1,4,143,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
46,2,0,1,0,1,1,0,4,149,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
35,2,0,4,0,1,0,1,4,300,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
40,2,0,1,0,1,1,1,4,73,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
35,6,0,4,0,1,0,1,4,1118,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
62,5,0,1,0,0,0,1,4,210,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
45,2,0,1,0,1,0,1,4,1092,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
58,7,2,0,0,1,0,0,4,509,1,0,-3.4,92.431,-26.9,0.724,5017.5,1
61,3,0,1,0,0,0,1,4,190,1,1,-3.4,92.431,-26.9,0.724,5017.5,0
32,2,1,4,0,0,0,1,4,371,1,0,-3.4,92.431,-26.9,0.724,5017.5,1
34,9,1,4,0,1,0,0,4,182,2,0,-3.4,92.431,-26.9,0.724,5017.5,0
24,4,1,4,0,0,0,1,4,197,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
30,2,0,4,0,1,0,1,4,133,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
40,6,0,4,0,1,0,0,4,172,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
73,5,0,0,0,1,0,0,4,185,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
34,9,1,4,0,0,0,0,4,85,1,0,-3.4,92.431,-26.9,0.724,5017.5,0
40,2,0,1,0,0,0,1,4,524,3,1,-3.4,92.431,-26.9,0.724,5017.5,1
62,5,0,1,0,0,0,1,4,207,1,1,-3.4,92.431,-26.9,0.724,5017.5,1
54,5,0,0,0,0,1,1,4,164,2,0,-3.4,92.431,-26.9,0.722,5017.5,1
24,11,1,1,0,1,0,1,4,423,3,0,-3.4,92.431,-26.9,0.722,5017.5,1
23,4,0,2,0,1,1,1,4,408,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
36,2,0,4,0,0,0,1,4,343,2,1,-3.4,92.431,-26.9,0.722,5017.5,0
31,2,0,1,0,1,0,1,4,269,2,1,-3.4,92.431,-26.9,0.722,5017.5,0
61,4,0,2,0,0,0,1,4,76,1,0,-3.4,92.431,-26.9,0.722,5017.5,0
55,5,0,0,0,1,0,1,4,139,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
33,2,1,4,0,0,0,1,4,410,1,1,-3.4,92.431,-26.9,0.722,5017.5,1
80,5,2,1,0,1,0,1,4,169,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
75,5,2,0,0,0,0,1,4,247,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
31,10,3,4,0,0,0,1,4,164,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
31,2,0,1,0,0,0,1,4,142,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
53,2,2,1,0,0,0,1,4,209,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
58,5,2,1,0,1,0,1,4,76,4,0,-3.4,92.431,-26.9,0.722,5017.5,0
30,4,0,2,0,1,1,1,4,1707,2,0,-3.4,92.431,-26.9,0.722,5017.5,1
28,2,1,4,0,0,0,1,4,72,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
72,5,0,0,0,1,1,1,4,189,3,0,-3.4,92.431,-26.9,0.722,5017.5,1
82,5,1,0,0,1,0,1,4,251,2,0,-3.4,92.431,-26.9,0.722,5017.5,1
34,2,0,4,0,0,0,1,4,401,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
69,5,0,2,0,0,1,1,4,103,1,1,-3.4,92.431,-26.9,0.722,5017.5,0
32,8,0,4,0,1,1,1,4,679,1,0,-3.4,92.431,-26.9,0.722,5017.5,0
67,2,0,0,1,0,0,1,4,299,2,2,-3.4,92.431,-26.9,0.722,5017.5,1
48,4,0,1,0,0,0,1,4,264,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
60,5,2,0,0,1,0,1,4,262,1,0,-3.4,92.431,-26.9,0.722,5017.5,0
61,4,0,2,0,0,0,1,4,106,2,1,-3.4,92.431,-26.9,0.722,5017.5,1
48,4,0,1,0,1,0,1,4,215,2,0,-3.4,92.431,-26.9,0.722,5017.5,1
48,4,0,1,0,0,1,1,4,288,3,0,-3.4,92.431,-26.9,0.722,5017.5,1
67,5,0,3,0,0,0,1,4,140,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
36,4,0,4,0,1,1,1,4,68,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
69,5,0,0,0,1,0,1,4,124,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
34,4,1,4,0,0,0,1,4,136,1,1,-3.4,92.431,-26.9,0.722,5017.5,1
32,2,1,4,0,1,0,0,4,220,3,0,-3.4,92.431,-26.9,0.722,5017.5,1
51,3,0,0,0,1,0,1,4,746,2,0,-3.4,92.431,-26.9,0.722,5017.5,1
54,5,0,0,0,0,0,1,4,377,1,0,-3.4,92.431,-26.9,0.722,5017.5,1
55,5,0,0,0,0,0,1,4,250,1,2,-3.4,92.431,-26.9,0.722,5017.5,0
55,5,0,1,0,1,0,1,4,424,2,1,-3.4,92.431,-26.9,0.722,5017.5,1
61,4,0,2,0,0,0,1,4,174,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
82,5,1,0,0,1,0,1,4,185,2,0,-3.4,92.431,-26.9,0.722,5017.5,0
60,4,0,0,0,1,0,1,4,133,6,2,-3.4,92.431,-26.9,0.722,5017.5,0
31,10,3,4,0,1,0,0,4,157,4,1,-3.4,92.431,-26.9,0.722,5017.5,0
78,5,2,0,0,0,0,1,4,631,2,2,-3.4,92.431,-26.9,0.72,5017.5,0
27,2,1,4,0,1,1,0,4,70,3,0,-3.4,92.431,-26.9,0.72,5017.5,0
78,5,2,0,0,0,0,1,4,212,2,0,-3.4,92.431,-26.9,0.72,5017.5,1
65,5,0,0,0,0,0,1,4,176,5,0,-3.4,92.431,-26.9,0.72,5017.5,0
26,11,1,1,0,0,0,1,4,373,3,0,-3.4,92.431,-26.9,0.72,5017.5,1
37,2,1,4,0,1,0,0,4,62,3,0,-3.4,92.431,-26.9,0.72,5017.5,0
24,3,0,0,0,1,0,1,4,160,1,0,-3.4,92.431,-26.9,0.72,5017.5,0
72,5,0,0,0,0,0,1,4,155,1,1,-3.4,92.431,-26.9,0.72,5017.5,0
60,5,0,0,1,1,0,1,4,59,1,0,-3.4,92.431,-26.9,0.72,5017.5,0
39,4,1,4,1,0,1,1,4,125,1,0,-3.4,92.431,-26.9,0.72,5017.5,1
39,4,1,4,1,1,0,1,4,217,1,0,-3.4,92.431,-26.9,0.72,5017.5,1
34,4,1,4,0,0,0,1,4,144,1,0,-3.4,92.431,-26.9,0.72,5017.5,1
36,8,1,4,0,0,0,1,4,480,1,0,-3.4,92.431,-26.9,0.72,5017.5,1
37,2,1,4,0,1,0,1,4,183,2,0,-3.4,92.431,-26.9,0.72,5017.5,0
59,4,0,0,0,0,0,1,4,445,1,0,-3.4,92.431,-26.9,0.72,5017.5,1
25,11,1,1,0,0,0,1,4,294,1,1,-3.4,92.431,-26.9,0.72,5017.5,1
69,5,0,0,0,1,1,1,4,257,3,0,-3.4,92.431,-26.9,0.72,5017.5,1
18,11,1,0,0,0,1,1,4,368,2,0,-3.4,92.431,-26.9,0.72,5017.5,1
59,5,2,0,0,1,0,0,4,152,4,0,-3.4,92.431,-26.9,0.72,5017.5,0
37,2,1,4,0,0,0,1,4,416,2,0,-3.4,92.431,-26.9,0.72,5017.5,1
78,5,2,0,0,0,0,0,4,177,2,0,-3.4,92.431,-26.9,0.72,5017.5,0
